"Nome Lavoura","Ano","Sigla Região Geográfica IBGE","Sigla UF IBGE","Nome Mesorregião","Nome Microrregião","Nome Município IBGE","Área Colhida","Qtd.Produzida","Valor Produção (Moeda em Real)"
"Soja (em grão)","1994","S","SC","Vale do Itajaí","Ituporanga","Vidal Ramos","","",""
"Soja (em grão)","2016","S","SC","Norte Catarinense","Joinville","Schroeder","","",""
"Soja (em grão)","2002","S","PR","Centro Ocidental Paranaense","Campo Mourão","Peabiru","19,63","62,589","32390"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Cerro Largo","Caibaté","13,5","8,1","4147"
"Soja (em grão)","1994","S","SC","Norte Catarinense","Joinville","Schroeder","","",""
"Soja (em grão)","1998","S","SC","Sul Catarinense","Tubarão","Tubarão","","",""
"Soja (em grão)","2016","S","SC","Vale do Itajaí","Ituporanga","Vidal Ramos","1,2","3,6","4320"
"Soja (em grão)","2007","S","PR","Noroeste Paranaense","Umuarama","Cafezal do Sul","2,5","6,25","3063"
"Soja (em grão)","2009","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Mata","0,9","1,89","1446"
"Soja (em grão)","2009","S","SC","Vale do Itajaí","Rio do Sul","Pouso Redondo","0,212","0,572","526"
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Não-Me-Toque","Selbach","10,5","24,57","4316"
"Soja (em grão)","2010","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Riozinho","","",""
"Soja (em grão)","2012","S","PR","Norte Pioneiro Paranaense","Assaí","Santa Cecília do Pavão","5,85","16,38","12007"
"Soja (em grão)","2012","S","SC","Oeste Catarinense","Chapecó","Caxambu do Sul","2,1","3,402","3147"
"Soja (em grão)","2017","S","PR","Noroeste Paranaense","Paranavaí","Paraíso do Norte","3,445","8,613","8871"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Caiçara","2,6","6,396","6396"
"Soja (em grão)","2012","S","PR","Centro-Sul Paranaense","Pitanga","Palmital","3","5,7","4616"
"Soja (em grão)","2015","S","PR","Sudoeste Paranaense","Capanema","Ampére","7,3","25,16","23899"
"Soja (em grão)","1994","S","PR","Sudeste Paranaense","União da Vitória","Cruz Machado","","",""
"Soja (em grão)","1994","S","PR","Oeste Paranaense","Foz do Iguaçu","Vera Cruz do Oeste","9","25,2","4536"
"Soja (em grão)","1998","S","PR","Oeste Paranaense","Foz do Iguaçu","Medianeira","7,604","21,287","4449"
"Soja (em grão)","1990","S","SC","Sul Catarinense","Tubarão","Armazém","","",""
"Soja (em grão)","1999","S","SC","Norte Catarinense","Joinville","Guaramirim","","",""
"Soja (em grão)","2003","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Andirá","12","36","21780"
"Soja (em grão)","2004","S","PR","Noroeste Paranaense","Cianorte","São Manoel do Paraná","3,9","8,19","6429"
"Soja (em grão)","1998","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Paverama","0,3","0,45","103"
"Soja (em grão)","2013","S","SC","Oeste Catarinense","Concórdia","Piratuba","0,4","0,84","714"
"Soja (em grão)","1995","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Sapiranga","","",""
"Soja (em grão)","2016","S","PR","Sudeste Paranaense","União da Vitória","Cruz Machado","2,5","7,25","8178"
"Soja (em grão)","2016","S","PR","Oeste Paranaense","Foz do Iguaçu","Vera Cruz do Oeste","20,285","70,998","85198"
"Soja (em grão)","1995","S","PR","Noroeste Paranaense","Paranavaí","Santa Cruz de Monte Castelo","","",""
"Soja (em grão)","1994","S","PR","Metropolitana de Curitiba","Curitiba","Tunas do Paraná","","",""
"Soja (em grão)","1996","S","PR","Centro-Sul Paranaense","Guarapuava","Marquinho","","",""
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Ijuí","Coronel Barros","","",""
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Montenegro","Vale Real","","",""
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Ametista do Sul","1,1","1,386","391"
"Soja (em grão)","2016","S","RS","Nordeste Rio-grandense","Caxias do Sul","Flores da Cunha","","",""
"Soja (em grão)","1996","S","PR","Centro Ocidental Paranaense","Goioerê","Nova Cantu","11,05","27,564","5692"
"Soja (em grão)","2013","S","SC","Serrana","Campos de Lages","Lages","3,24","9,72","9390"
"Soja (em grão)","1994","S","RS","Nordeste Rio-grandense","Caxias do Sul","Flores da Cunha","","",""
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Carazinho","São Pedro das Missões","","",""
"Soja (em grão)","1998","S","RS","Noroeste Rio-grandense","Passo Fundo","Muliterno","0,865","1,903","409"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Cerro Largo","Mato Queimado","5,8","11,484","3566"
"Soja (em grão)","2010","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Canoas","","",""
"Soja (em grão)","2003","S","PR","Oeste Paranaense","Cascavel","Ibema","4,6","13,34","8538"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Carazinho","Sagrada Família","2,6","3,64","3094"
"Soja (em grão)","2016","S","PR","Metropolitana de Curitiba","Curitiba","Tunas do Paraná","","",""
"Soja (em grão)","1997","S","RS","Metropolitana de Porto Alegre","São Jerônimo","Minas do Leão","0,4","0,6","137"
"Soja (em grão)","2011","S","PR","Oeste Paranaense","Toledo","Terra Roxa","52,3","166,96","120211"
"Soja (em grão)","2013","S","SC","Sul Catarinense","Araranguá","Praia Grande","","",""
"Soja (em grão)","1990","S","SC","Vale do Itajaí","Rio do Sul","Agronômica","","",""
"Soja (em grão)","2003","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Vespasiano Correa","0,85","2,55","1433"
"Soja (em grão)","2000","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Sertaneja","23","36,8","10157"
"Soja (em grão)","1995","S","PR","Norte Central Paranaense","Astorga","Colorado","0,015","0,036","5"
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Chapecó","Jardinópolis","0,2","0,24","1,31963636363636"
"Soja (em grão)","1997","S","SC","Oeste Catarinense","Joaçaba","Fraiburgo","","",""
"Soja (em grão)","2000","S","PR","Metropolitana de Curitiba","Curitiba","Fazenda Rio Grande","0,45","1,125","311"
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Santo Ângelo","São Luiz Gonzaga","80,5","247,978","285175"
"Soja (em grão)","1995","S","SC","Serrana","Campos de Lages","Anita Garibaldi","","",""
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Santo Ângelo","São Luiz Gonzaga","50","75","13376"
"Soja (em grão)","2003","S","PR","Norte Central Paranaense","Porecatu","Miraselva","0,43","1,135","663"
"Soja (em grão)","2011","S","RS","Noroeste Rio-grandense","Erechim","Erebango","7,2","24,192","17211"
"Soja (em grão)","1990","S","PR","Sudoeste Paranaense","Francisco Beltrão","Enéas Marques","0,2","0,316","0,00103418181818182"
"Soja (em grão)","1990","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Estância Velha","","",""
"Soja (em grão)","2012","S","RS","Noroeste Rio-grandense","Passo Fundo","Passo Fundo","37,5","85,5","74214"
"Soja (em grão)","2018","S","PR","Norte Central Paranaense","Astorga","Uniflor","2,65","9,938",""
"Soja (em grão)","2000","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Glorinha","","",""
"Soja (em grão)","2007","S","RS","Noroeste Rio-grandense","Cruz Alta","Ibirubá","39","105,3","46332"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Osório","Capivari do Sul","","",""
"Soja (em grão)","1996","S","RS","Noroeste Rio-grandense","Erechim","Três Arroios","0,71","1,136","250"
"Soja (em grão)","1991","S","SC","Oeste Catarinense","Xanxerê","Marema","3,8","2,06","0,0474810909090909"
"Soja (em grão)","2016","S","SC","Oeste Catarinense","Chapecó","São Bernardino","1,2","3,6","4470"
"Soja (em grão)","2002","S","PR","Norte Central Paranaense","Astorga","Iguaraçu","7","18,9","8316"
"Soja (em grão)","2011","S","SC","Serrana","Curitibanos","Curitibanos","7","16,8","11760"
"Soja (em grão)","2003","S","SC","Vale do Itajaí","Blumenau","Benedito Novo","","",""
"Soja (em grão)","2015","S","SC","Oeste Catarinense","São Miguel do Oeste","Anchieta","0,85","2,55","2465"
"Soja (em grão)","1996","S","SC","Norte Catarinense","Joinville","Corupá","","",""
"Soja (em grão)","2003","S","RS","Noroeste Rio-grandense","Sananduva","São José do Ouro","15","40,5","25839"
"Soja (em grão)","2013","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Lagoa Bonita do Sul","0,95","2,85","2423"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Santo Ângelo","Giruá","57","68,4","35021"
"Soja (em grão)","2017","S","PR","Centro-Sul Paranaense","Guarapuava","Candói","44,7","181,929","187320"
"Soja (em grão)","1990","S","PR","Oeste Paranaense","Cascavel","Cafelândia","16,92","35,532","0,0981974545454545"
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Ijuí","Inhacorá","6,8","12,92","3764"
"Soja (em grão)","2009","S","RS","Metropolitana de Porto Alegre","Montenegro","Feliz","0,001","0,001","1"
"Soja (em grão)","1994","S","SC","Oeste Catarinense","Chapecó","São Bernardino","","",""
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Xanxerê","Jupiá","0,3","0,81","470"
"Soja (em grão)","2012","S","RS","Noroeste Rio-grandense","Santa Rosa","São José do Inhacorá","1,4","0,672","600"
"Soja (em grão)","1994","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Cachoeira do Sul","20","36","6893"
"Soja (em grão)","2010","S","RS","Nordeste Rio-grandense","Caxias do Sul","Vila Flores","0,45","1,125","630"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Santa Rosa","Tucunduva","9,5","21,014","11368"
"Soja (em grão)","2011","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Taquaruçu do Sul","1,8","4,68","3311"
"Soja (em grão)","2003","S","SC","Sul Catarinense","Araranguá","Jacinto Machado","","",""
"Soja (em grão)","2017","S","SC","Oeste Catarinense","Chapecó","Cunha Porã","3,1","10,23","10152"
"Soja (em grão)","2017","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Tomazina","6,5","23,4","24527"
"Soja (em grão)","2018","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Santa Clara do Sul","0,55","1,925",""
"Soja (em grão)","2015","S","SC","Serrana","Curitibanos","Abdon Batista","2,9","8,874","8874"
"Soja (em grão)","1998","S","SC","Grande Florianópolis","Tabuleiro","Rancho Queimado","","",""
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Chapecó","São Carlos","0,15","0,27","76"
"Soja (em grão)","2011","S","SC","Serrana","Curitibanos","Campos Novos","44","145,2","103818"
"Soja (em grão)","2000","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Ivorá","0,65","1,17","347"
"Soja (em grão)","2014","S","PR","Noroeste Paranaense","Umuarama","Altônia","3,045","5,481","5692"
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Santo Ângelo","Eugênio de Castro","20","36","4716"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Sananduva","Tupanci do Sul","4,75","8,593","5757"
"Soja (em grão)","2013","S","SC","Oeste Catarinense","Joaçaba","Erval Velho","1,2","3,336","2635"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Nonoai","18","57,6","60336"
"Soja (em grão)","2005","S","SC","Norte Catarinense","Joinville","Guaramirim","","",""
"Soja (em grão)","2016","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Cachoeira do Sul","140","437,34","428593"
"Soja (em grão)","1997","S","RS","Nordeste Rio-grandense","Caxias do Sul","Antônio Prado","","",""
"Soja (em grão)","1990","S","RS","Metropolitana de Porto Alegre","Montenegro","Poço das Antas","0,18","0,198","0,000630181818181818"
"Soja (em grão)","1997","S","PR","Centro-Sul Paranaense","Palmas","Coronel Domingos Soares","3,58","8,055","2110"
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Passo Fundo","Nicolau Vergueiro","10,5","39,06","40544"
"Soja (em grão)","1996","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Marques de Souza","","",""
"Soja (em grão)","1993","S","SC","Oeste Catarinense","São Miguel do Oeste","São José do Cedro","0,2","0,18","0,447272727272727"
"Soja (em grão)","2014","S","RS","Noroeste Rio-grandense","Três Passos","Miraguaí","4,5","12,15","12515"
"Soja (em grão)","2008","S","SC","Vale do Itajaí","Rio do Sul","Rio do Sul","","",""
"Soja (em grão)","1994","S","SC","Oeste Catarinense","Joaçaba","Luzerna","","",""
"Soja (em grão)","1995","S","SC","Serrana","Campos de Lages","Bom Jardim da Serra","","",""
"Soja (em grão)","2016","S","SC","Oeste Catarinense","Joaçaba","Luzerna","0,26","0,78","780"
"Soja (em grão)","1992","S","PR","Metropolitana de Curitiba","Paranaguá","Paranaguá","","",""
"Soja (em grão)","2011","S","PR","Oeste Paranaense","Cascavel","Cascavel","86,1","298,853","216668"
"Soja (em grão)","2012","S","SC","Sul Catarinense","Tubarão","São Ludgero","","",""
"Soja (em grão)","2014","S","RS","Noroeste Rio-grandense","Santo Ângelo","Rolador","13,5","36,75","39690"
"Soja (em grão)","2003","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","São João do Polêsine","0,25","0,525","327"
"Soja (em grão)","1990","S","PR","Noroeste Paranaense","Paranavaí","Tamboara","0,5","0,9","0,00301090909090909"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Três Passos","Nova Candelária","3,6","5,616","1909"
"Soja (em grão)","2010","S","SC","Oeste Catarinense","Chapecó","Águas de Chapecó","0,9","2,43","1253"
"Soja (em grão)","2017","S","PR","Norte Central Paranaense","Porecatu","Miraselva","0,397","1,334","1394"
"Soja (em grão)","2013","S","PR","Norte Central Paranaense","Londrina","Londrina","53","155,82","140238"
"Soja (em grão)","2017","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Vespasiano Correa","2,1","6,93","6628"
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Passo Fundo","Coxilha","30,5","95,16","87547"
"Soja (em grão)","2004","S","PR","Norte Central Paranaense","Ivaiporã","Arapuã","7,15","21,45","15530"
"Soja (em grão)","2015","S","RS","Metropolitana de Porto Alegre","Montenegro","Salvador do Sul","","",""
"Soja (em grão)","2003","S","PR","Centro-Sul Paranaense","Guarapuava","Candói","25","75","43725"
"Soja (em grão)","1996","S","SC","Vale do Itajaí","Ituporanga","Ituporanga","0,014","0,033","4"
"Soja (em grão)","1998","S","PR","Centro-Sul Paranaense","Guarapuava","Goioxim","4,95","12,87","2741"
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Três Passos","Vista Gaúcha","4,2","6,3","1688"
"Soja (em grão)","1994","S","PR","Centro-Sul Paranaense","Pitanga","Pitanga","14","31","5580"
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Santa Rosa","Cândido Godói","10,2","31,824","36598"
"Soja (em grão)","2015","S","SC","Sul Catarinense","Tubarão","Capivari de Baixo","","",""
"Soja (em grão)","2007","S","PR","Oeste Paranaense","Foz do Iguaçu","Matelândia","9,6","29,76","13690"
"Soja (em grão)","2011","S","PR","Norte Central Paranaense","Ivaiporã","Ariranha do Ivaí","12","44,4","29482"
"Soja (em grão)","2013","S","PR","Norte Central Paranaense","Londrina","Cambé","34,2","117,839","106479"
"Soja (em grão)","2007","S","PR","Norte Central Paranaense","Faxinal","Faxinal","10,7","32,1","14349"
"Soja (em grão)","1998","S","RS","Metropolitana de Porto Alegre","Camaquã","Arambaré","","",""
"Soja (em grão)","2016","S","PR","Centro-Sul Paranaense","Pitanga","Pitanga","52","166,4","191360"
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Santa Rosa","Cândido Godói","15","27","3869"
"Soja (em grão)","2003","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Tomazina","1,936","5,508","3525"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Ijuí","Chiapetta","25,5","41,31","25736"
"Soja (em grão)","1999","S","RS","Metropolitana de Porto Alegre","Osório","Tavares","","",""
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Cristal do Sul","3,8","8,664","2664"
"Soja (em grão)","1997","S","SC","Norte Catarinense","Joinville","Balneário Barra do Sul","","",""
"Soja (em grão)","2012","S","RS","Noroeste Rio-grandense","Santa Rosa","Alecrim","2","1,2","1071"
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Erechim","Benjamin Constant do Sul","","",""
"Soja (em grão)","2003","S","RS","Noroeste Rio-grandense","Passo Fundo","Nicolau Vergueiro","8,73","23,571","14635"
"Soja (em grão)","1996","S","PR","Norte Pioneiro Paranaense","Assaí","São Sebastião da Amoreira","8,5","19,55","4242"
"Soja (em grão)","1992","S","RS","Noroeste Rio-grandense","Erechim","Cruzaltense","","",""
"Soja (em grão)","2015","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Santa Cruz do Sul","2","6,6","6600"
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Cruzeiro do Sul","2,8","7,56","5065"
"Soja (em grão)","1992","S","PR","Sudeste Paranaense","Prudentópolis","Imbituva","5","10","2,46545454545455"
"Soja (em grão)","2000","S","PR","Norte Central Paranaense","Apucarana","Jandaia do Sul","1,5","3,6","994"
"Soja (em grão)","2013","S","SC","Serrana","Curitibanos","Ponte Alta do Norte","0,6","1,8","1638"
"Soja (em grão)","2012","S","RS","Metropolitana de Porto Alegre","Osório","Morrinhos do Sul","","",""
"Soja (em grão)","2014","S","SC","Oeste Catarinense","São Miguel do Oeste","Mondaí","0,5","0,9","945"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Montenegro","São Pedro da Serra","0,001","0,001","0"
"Soja (em grão)","2014","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Candelária","16,8","50,4","54543"
"Soja (em grão)","2012","S","PR","Sudoeste Paranaense","Francisco Beltrão","São Jorge d'Oeste","7,5","11,84","9745"
"Soja (em grão)","2012","S","PR","Norte Pioneiro Paranaense","Ibaiti","Conselheiro Mairinck","2,5","7,525","6084"
"Soja (em grão)","2004","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Três Coroas","","",""
"Soja (em grão)","2004","S","PR","Norte Central Paranaense","Faxinal","Kaloré","8,5","27,2","21760"
"Soja (em grão)","2007","S","RS","Noroeste Rio-grandense","Ijuí","Pejuçara","26,8","85,224","37499"
"Soja (em grão)","2007","S","PR","Noroeste Paranaense","Paranavaí","Guairaçá","","",""
"Soja (em grão)","2010","S","SC","Vale do Itajaí","Ituporanga","Atalanta","","",""
"Soja (em grão)","2017","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Andirá","13","38","38000"
"Soja (em grão)","1998","S","SC","Oeste Catarinense","Joaçaba","Herval d'Oeste","","",""
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Santo Ângelo","Eugênio de Castro","21","35,28","110,132727272727"
"Soja (em grão)","2014","S","PR","Oeste Paranaense","Toledo","Ouro Verde do Oeste","13,3","44,35","49343"
"Soja (em grão)","2009","S","RS","Nordeste Rio-grandense","Caxias do Sul","Pinto Bandeira","","",""
"Soja (em grão)","2012","S","SC","Oeste Catarinense","Chapecó","Sul Brasil","0,1","0,108","92"
"Soja (em grão)","2018","S","PR","Metropolitana de Curitiba","Rio Negro","Quitandinha","10,25","38,438",""
"Soja (em grão)","2017","S","PR","Oeste Paranaense","Cascavel","Ibema","6,92","24,22","26279"
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Erechim","Erechim","19,5","37,44","10446"
"Soja (em grão)","2005","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Toropi","0,7","0,42","175"
"Soja (em grão)","1990","S","RS","Nordeste Rio-grandense","Vacaria","Monte Alegre dos Campos","","",""
"Soja (em grão)","2014","S","SC","Oeste Catarinense","Joaçaba","Macieira","0,2","0,54","567"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Trindade do Sul","13","42,9","43007"
"Soja (em grão)","1992","S","PR","Norte Central Paranaense","Faxinal","Bom Sucesso","0,8","1,296","0,319522909090909"
"Soja (em grão)","2002","S","SC","Grande Florianópolis","Florianópolis","Antônio Carlos","","",""
"Soja (em grão)","2017","S","SC","Vale do Itajaí","Itajaí","Ilhota","","",""
"Soja (em grão)","1993","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Novo Hamburgo","","",""
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Chapecó","Campo Erê","12","21,6","76,1890909090909"
"Soja (em grão)","2006","S","SC","Oeste Catarinense","Xanxerê","Abelardo Luz","27","72,9","30326"
"Soja (em grão)","1995","S","SC","Vale do Itajaí","Rio do Sul","Witmarsum","","",""
"Soja (em grão)","1993","S","SC","Sul Catarinense","Araranguá","São João do Sul","","",""
"Soja (em grão)","2005","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Travesseiro","0,27","0,437","220"
"Soja (em grão)","2014","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Siqueira Campos","2,2","4,363","4520"
"Soja (em grão)","2006","S","SC","Oeste Catarinense","Chapecó","Tigrinhos","0,6","1,692","649"
"Soja (em grão)","2002","S","PR","Centro-Sul Paranaense","Pitanga","Laranjal","0,35","0,945","411"
"Soja (em grão)","2010","S","SC","Vale do Itajaí","Itajaí","Itajaí","","",""
"Soja (em grão)","1997","S","PR","Sudoeste Paranaense","Pato Branco","Pato Branco","17","47,962","10791"
"Soja (em grão)","2007","S","SC","Oeste Catarinense","Chapecó","Nova Itaberaba","0,48","1,152","518"
"Soja (em grão)","1998","S","PR","Centro Oriental Paranaense","Jaguariaíva","Arapoti","13,3","39,75","8308"
"Soja (em grão)","2007","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Sério","0,015","0,024","22"
"Soja (em grão)","2017","S","PR","Noroeste Paranaense","Paranavaí","Paranacity","1,2","4,2","4063"
"Soja (em grão)","2014","S","PR","Sudoeste Paranaense","Francisco Beltrão","Renascença","24,6","73,2","77876"
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Soledade","Fontoura Xavier","0,13","0,273","80"
"Soja (em grão)","2009","S","RS","Nordeste Rio-grandense","Caxias do Sul","Nova Roma do Sul","","",""
"Soja (em grão)","1996","S","SC","Sul Catarinense","Tubarão","Grão Pará","","",""
"Soja (em grão)","2003","S","PR","Noroeste Paranaense","Paranavaí","Loanda","0,704","1,398","783"
"Soja (em grão)","2001","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Vila Nova do Sul","1,2","1,8","641"
"Soja (em grão)","2003","S","SC","Oeste Catarinense","São Miguel do Oeste","Guaraciaba","1,2","2,88","1774"
"Soja (em grão)","2006","S","SC","Oeste Catarinense","São Miguel do Oeste","Palma Sola","5,4","14,58","6707"
"Soja (em grão)","2012","S","PR","Oeste Paranaense","Toledo","Assis Chateaubriand","69,9","97,9","70443"
"Soja (em grão)","1992","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Jaguari","5","7,5","1,23862727272727"
"Soja (em grão)","2007","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Pantano Grande","9","13,5","5063"
"Soja (em grão)","1990","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Passo do Sobrado","","",""
"Soja (em grão)","1993","S","PR","Noroeste Paranaense","Paranavaí","Nova Londrina","","",""
"Soja (em grão)","2017","S","SC","Sul Catarinense","Tubarão","Rio Fortuna","","",""
"Soja (em grão)","2007","S","PR","Norte Pioneiro Paranaense","Ibaiti","Jaboti","0,35","1,12","513"
"Soja (em grão)","2018","S","PR","Norte Central Paranaense","Apucarana","Cambira","7,08","22,514",""
"Soja (em grão)","2006","S","SC","Vale do Itajaí","Itajaí","Balneário Camboriú","","",""
"Soja (em grão)","2012","S","SC","Vale do Itajaí","Itajaí","Navegantes","","",""
"Soja (em grão)","1997","S","SC","Vale do Itajaí","Blumenau","Botuverá","","",""
"Soja (em grão)","1997","S","SC","Oeste Catarinense","São Miguel do Oeste","Guarujá do Sul","0,1","0,24","64"
"Soja (em grão)","1998","S","RS","Nordeste Rio-grandense","Guaporé","Paraí","0,008","0,012","3"
"Soja (em grão)","1991","S","SC","Vale do Itajaí","Blumenau","Pomerode","","",""
"Soja (em grão)","2012","S","PR","Norte Pioneiro Paranaense","Jacarezinho","Ribeirão Claro","0,55","1,76","1467"
"Soja (em grão)","2001","S","RS","Metropolitana de Porto Alegre","Camaquã","Cerro Grande do Sul","","",""
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Cruz Alta","Jóia","73","118,26","43401"
"Soja (em grão)","1997","S","PR","Noroeste Paranaense","Paranavaí","Amaporã","","",""
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Pouso Novo","","",""
"Soja (em grão)","2014","S","PR","Sudeste Paranaense","União da Vitória","Bituruna","1,5","3,9","4302"
"Soja (em grão)","2003","S","RS","Centro Ocidental Rio-grandense","Santa Maria","São Sepé","30","63","39186"
"Soja (em grão)","2010","S","PR","Centro Ocidental Paranaense","Campo Mourão","Corumbataí do Sul","2,5","8","4088"
"Soja (em grão)","2008","S","SC","Vale do Itajaí","Rio do Sul","Presidente Getúlio","","",""
"Soja (em grão)","2000","S","SC","Oeste Catarinense","Joaçaba","Capinzal","2,45","6,174","1642"
"Soja (em grão)","2014","S","SC","Sul Catarinense","Araranguá","Balneário Gaivota","","",""
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Joaçaba","Calmon","","",""
"Soja (em grão)","1995","S","PR","Metropolitana de Curitiba","Curitiba","Almirante Tamandaré","","",""
"Soja (em grão)","2012","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Ortigueira","23,1","69,3","57540"
"Soja (em grão)","2010","S","PR","Norte Pioneiro Paranaense","Assaí","Rancho Alegre","11,465","34,4","18060"
"Soja (em grão)","2010","S","SC","Norte Catarinense","Joinville","São Francisco do Sul","","",""
"Soja (em grão)","2013","S","SC","Sul Catarinense","Tubarão","Jaguaruna","","",""
"Soja (em grão)","1996","S","RS","Nordeste Rio-grandense","Caxias do Sul","Carlos Barbosa","","",""
"Soja (em grão)","1993","S","PR","Centro-Sul Paranaense","Pitanga","Boa Ventura de São Roque","","",""
"Soja (em grão)","1996","S","SC","Oeste Catarinense","São Miguel do Oeste","Riqueza","0,342","0,479","113"
"Soja (em grão)","2007","S","SC","Oeste Catarinense","Xanxerê","Xanxerê","15,7","51,81","24869"
"Soja (em grão)","2010","S","PR","Noroeste Paranaense","Umuarama","Tapira","","",""
"Soja (em grão)","2014","S","RS","Noroeste Rio-grandense","Soledade","Tunas","4,5","12,15","13146"
"Soja (em grão)","2010","S","PR","Metropolitana de Curitiba","Curitiba","Campina Grande do Sul","","",""
"Soja (em grão)","2008","S","PR","Metropolitana de Curitiba","Curitiba","Campo Magro","0,07","0,215","144"
"Soja (em grão)","2008","S","SC","Serrana","Campos de Lages","Campo Belo do Sul","6,5","17,55","13689"
"Soja (em grão)","2014","S","PR","Sudeste Paranaense","Prudentópolis","Teixeira Soares","31,6","102,026","109951"
"Soja (em grão)","2014","S","PR","Metropolitana de Curitiba","Curitiba","Colombo","","",""
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Santa Rosa","Santa Rosa","18,6","61,38","67775"
"Soja (em grão)","2012","S","SC","Vale do Itajaí","Itajaí","Ilhota","","",""
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Santa Rosa","Santa Rosa","31","49,6","9064"
